Subject Label,Subject URI,Predicate Label,Predicate URI,Predicate Symmetry,Object Label,Object URI,Context
 Hedengren J.D.,http://lab3sdm/Hedengren J.D.,writes,writes,Assymetric,Bridging theory to practice: Feedforward and cascade control with tclab arduino kit,http://lab3sdm/Bridging theory to practice: Feedforward and cascade control with tclab arduino kit,
 Boaventura-Cunha J.,http://lab3sdm/Boaventura-Cunha J.,writes,writes,Assymetric,Bridging theory to practice: Feedforward and cascade control with tclab arduino kit,http://lab3sdm/Bridging theory to practice: Feedforward and cascade control with tclab arduino kit,
Skousen D.J.,http://lab3sdm/Skousen D.J.,writes,writes,Assymetric,Exploration of carbon-filled carbon nanotube vascular stents,http://lab3sdm/Exploration of carbon-filled carbon nanotube vascular stents,
 Jones K.N.,http://lab3sdm/Jones K.N.,writes,writes,Assymetric,Exploration of carbon-filled carbon nanotube vascular stents,http://lab3sdm/Exploration of carbon-filled carbon nanotube vascular stents,
 Kowalski T.,http://lab3sdm/Kowalski T.,writes,writes,Assymetric,Exploration of carbon-filled carbon nanotube vascular stents,http://lab3sdm/Exploration of carbon-filled carbon nanotube vascular stents,
 Bowden A.E.,http://lab3sdm/Bowden A.E.,writes,writes,Assymetric,Exploration of carbon-filled carbon nanotube vascular stents,http://lab3sdm/Exploration of carbon-filled carbon nanotube vascular stents,
 Jensen B.D.,http://lab3sdm/Jensen B.D.,writes,writes,Assymetric,Exploration of carbon-filled carbon nanotube vascular stents,http://lab3sdm/Exploration of carbon-filled carbon nanotube vascular stents,
Comer D.J.,http://lab3sdm/Comer D.J.,writes,writes,Assymetric,An ultra-high Q inductorless narrowband filter based on the voltage divider phase shift method,http://lab3sdm/An ultra-high Q inductorless narrowband filter based on the voltage divider phase shift method,
Huang J.-S.,http://lab3sdm/Huang J.-S.,writes,writes,Assymetric,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),http://lab3sdm/A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),
 Huang Y.-C.,http://lab3sdm/Huang Y.-C.,writes,writes,Assymetric,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),http://lab3sdm/A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),
 Kao C.-W.,http://lab3sdm/Kao C.-W.,writes,writes,Assymetric,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),http://lab3sdm/A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),
 Hsu C.-W.,http://lab3sdm/Hsu C.-W.,writes,writes,Assymetric,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),http://lab3sdm/A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),
 Chiang S.-H.W.,http://lab3sdm/Chiang S.-H.W.,writes,writes,Assymetric,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),http://lab3sdm/A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),
 Chen C.-H.,http://lab3sdm/Chen C.-H.,writes,writes,Assymetric,A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),http://lab3sdm/A Two-Step Multi-Stage Noise-Shaping Incremental Analog-to-Digital Converter (Invited Paper),
Webb D.,http://lab3sdm/Webb D.,writes,writes,Assymetric,"Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)","http://lab3sdm/Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)",
 Song Y.,http://lab3sdm/Song Y.,writes,writes,Assymetric,"Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)","http://lab3sdm/Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)",
 Rozsa J.,http://lab3sdm/Rozsa J.,writes,writes,Assymetric,"Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)","http://lab3sdm/Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)",
 Gustafson E.,http://lab3sdm/Gustafson E.,writes,writes,Assymetric,"Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)","http://lab3sdm/Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)",
 Austin D.E.,http://lab3sdm/Austin D.E.,writes,writes,Assymetric,"Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)","http://lab3sdm/Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)",
 Hawkins A.R.,http://lab3sdm/Hawkins A.R.,writes,writes,Assymetric,"Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)","http://lab3sdm/Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)",
 Chiang S.-H.W.,http://lab3sdm/Chiang S.-H.W.,writes,writes,Assymetric,"Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)","http://lab3sdm/Low-Noise, Low-Power Pulse Shaper for Particle Detection (Invited Paper)",
Chelladurai I.,http://lab3sdm/Chelladurai I.,writes,writes,Assymetric,"Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension","http://lab3sdm/Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension",
 Orme A.,http://lab3sdm/Orme A.,writes,writes,Assymetric,"Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension","http://lab3sdm/Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension",
 Miles M.P.,http://lab3sdm/Miles M.P.,writes,writes,Assymetric,"Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension","http://lab3sdm/Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension",
 Fullwood D.T.,http://lab3sdm/Fullwood D.T.,writes,writes,Assymetric,"Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension","http://lab3sdm/Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension",
 Carsley J.E.,http://lab3sdm/Carsley J.E.,writes,writes,Assymetric,"Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension","http://lab3sdm/Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension",
 Mishra R.K.,http://lab3sdm/Mishra R.K.,writes,writes,Assymetric,"Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension","http://lab3sdm/Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension",
 Beyerlein I.J.,http://lab3sdm/Beyerlein I.J.,writes,writes,Assymetric,"Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension","http://lab3sdm/Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension",
 Knezevic M.,http://lab3sdm/Knezevic M.,writes,writes,Assymetric,"Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension","http://lab3sdm/Formability of magnesium alloy AZ31B from room temperature to 125, ¡C under biaxial tension",
Taysom B.S.,http://lab3sdm/Taysom B.S.,writes,writes,Assymetric,Advances in Signal Processing for Friction Stir Welding Temperature Control,http://lab3sdm/Advances in Signal Processing for Friction Stir Welding Temperature Control,
 Sorensen C.D.,http://lab3sdm/Sorensen C.D.,writes,writes,Assymetric,Advances in Signal Processing for Friction Stir Welding Temperature Control,http://lab3sdm/Advances in Signal Processing for Friction Stir Welding Temperature Control,
Zhang J.,http://lab3sdm/Zhang J.,writes,writes,Assymetric,Local texture evolution and mechanical performance of ultra-high-speed friction stir weld of AA 6111-T4 sheets,http://lab3sdm/Local texture evolution and mechanical performance of ultra-high-speed friction stir weld of AA 6111-T4 sheets,
 Hovanski Y.,http://lab3sdm/Hovanski Y.,writes,writes,Assymetric,Local texture evolution and mechanical performance of ultra-high-speed friction stir weld of AA 6111-T4 sheets,http://lab3sdm/Local texture evolution and mechanical performance of ultra-high-speed friction stir weld of AA 6111-T4 sheets,
 Upadhyay P.,http://lab3sdm/Upadhyay P.,writes,writes,Assymetric,Local texture evolution and mechanical performance of ultra-high-speed friction stir weld of AA 6111-T4 sheets,http://lab3sdm/Local texture evolution and mechanical performance of ultra-high-speed friction stir weld of AA 6111-T4 sheets,
 Field D.P.,http://lab3sdm/Field D.P.,writes,writes,Assymetric,Local texture evolution and mechanical performance of ultra-high-speed friction stir weld of AA 6111-T4 sheets,http://lab3sdm/Local texture evolution and mechanical performance of ultra-high-speed friction stir weld of AA 6111-T4 sheets,
Transtrum M.K.,http://lab3sdm/Transtrum M.K.,writes,writes,Assymetric,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,http://lab3sdm/Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,
 Francis B.L.,http://lab3sdm/Francis B.L.,writes,writes,Assymetric,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,http://lab3sdm/Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,
 Youn C.C.,http://lab3sdm/Youn C.C.,writes,writes,Assymetric,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,http://lab3sdm/Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,
 Saric A.T.,http://lab3sdm/Saric A.T.,writes,writes,Assymetric,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,http://lab3sdm/Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,
 Stankovic A.M.,http://lab3sdm/Stankovic A.M.,writes,writes,Assymetric,Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,http://lab3sdm/Geometrically Motivated Reparameterization for Identifiability Analysis in Power Systems Models,
Allred D.D.,http://lab3sdm/Allred D.D.,writes,writes,Assymetric,Expanding the far UV range of aluminum-coated mirrors for space-based observations to reflect hydrogen Lyman lines via fluoride multilayers,http://lab3sdm/Expanding the far UV range of aluminum-coated mirrors for space-based observations to reflect hydrogen Lyman lines via fluoride multilayers,
 Tilahun L.E.,http://lab3sdm/Tilahun L.E.,writes,writes,Assymetric,Expanding the far UV range of aluminum-coated mirrors for space-based observations to reflect hydrogen Lyman lines via fluoride multilayers,http://lab3sdm/Expanding the far UV range of aluminum-coated mirrors for space-based observations to reflect hydrogen Lyman lines via fluoride multilayers,
 Gabriel Richardson J.,http://lab3sdm/Gabriel Richardson J.,writes,writes,Assymetric,Expanding the far UV range of aluminum-coated mirrors for space-based observations to reflect hydrogen Lyman lines via fluoride multilayers,http://lab3sdm/Expanding the far UV range of aluminum-coated mirrors for space-based observations to reflect hydrogen Lyman lines via fluoride multilayers,
 Steven Turley R.,http://lab3sdm/Steven Turley R.,writes,writes,Assymetric,Expanding the far UV range of aluminum-coated mirrors for space-based observations to reflect hydrogen Lyman lines via fluoride multilayers,http://lab3sdm/Expanding the far UV range of aluminum-coated mirrors for space-based observations to reflect hydrogen Lyman lines via fluoride multilayers,
Ganjalizadeh V.,http://lab3sdm/Ganjalizadeh V.,writes,writes,Assymetric,Single particle detection enhancement with wavelet-based signal processing technique,http://lab3sdm/Single particle detection enhancement with wavelet-based signal processing technique,
 Meena G.G.,http://lab3sdm/Meena G.G.,writes,writes,Assymetric,Single particle detection enhancement with wavelet-based signal processing technique,http://lab3sdm/Single particle detection enhancement with wavelet-based signal processing technique,
 Stott M.A.,http://lab3sdm/Stott M.A.,writes,writes,Assymetric,Single particle detection enhancement with wavelet-based signal processing technique,http://lab3sdm/Single particle detection enhancement with wavelet-based signal processing technique,
 Schmidt H.,http://lab3sdm/Schmidt H.,writes,writes,Assymetric,Single particle detection enhancement with wavelet-based signal processing technique,http://lab3sdm/Single particle detection enhancement with wavelet-based signal processing technique,
 Hawkins A.R.,http://lab3sdm/Hawkins A.R.,writes,writes,Assymetric,Single particle detection enhancement with wavelet-based signal processing technique,http://lab3sdm/Single particle detection enhancement with wavelet-based signal processing technique,
Hackney D.,http://lab3sdm/Hackney D.,writes,writes,Assymetric,In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,http://lab3sdm/In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,
 Goode T.,http://lab3sdm/Goode T.,writes,writes,Assymetric,In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,http://lab3sdm/In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,
 Seng F.,http://lab3sdm/Seng F.,writes,writes,Assymetric,In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,http://lab3sdm/In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,
 Shoemaker G.,http://lab3sdm/Shoemaker G.,writes,writes,Assymetric,In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,http://lab3sdm/In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,
 Schultz S.,http://lab3sdm/Schultz S.,writes,writes,Assymetric,In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,http://lab3sdm/In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,
 Pankow M.,http://lab3sdm/Pankow M.,writes,writes,Assymetric,In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,http://lab3sdm/In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,
 Peters K.,http://lab3sdm/Peters K.,writes,writes,Assymetric,In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,http://lab3sdm/In-situ measurements of strain in soft body armor with FBG sensors during ballistic impacts,
Hamilton E.S.,http://lab3sdm/Hamilton E.S.,writes,writes,Assymetric,3D hydrodynamic focusing for optofluidics using a stacked channel design,http://lab3sdm/3D hydrodynamic focusing for optofluidics using a stacked channel design,
 Wright J.G.,http://lab3sdm/Wright J.G.,writes,writes,Assymetric,3D hydrodynamic focusing for optofluidics using a stacked channel design,http://lab3sdm/3D hydrodynamic focusing for optofluidics using a stacked channel design,
 Stott M.A.,http://lab3sdm/Stott M.A.,writes,writes,Assymetric,3D hydrodynamic focusing for optofluidics using a stacked channel design,http://lab3sdm/3D hydrodynamic focusing for optofluidics using a stacked channel design,
 Black J.A.,http://lab3sdm/Black J.A.,writes,writes,Assymetric,3D hydrodynamic focusing for optofluidics using a stacked channel design,http://lab3sdm/3D hydrodynamic focusing for optofluidics using a stacked channel design,
 Schmidt H.,http://lab3sdm/Schmidt H.,writes,writes,Assymetric,3D hydrodynamic focusing for optofluidics using a stacked channel design,http://lab3sdm/3D hydrodynamic focusing for optofluidics using a stacked channel design,
 Hawkins A.R.,http://lab3sdm/Hawkins A.R.,writes,writes,Assymetric,3D hydrodynamic focusing for optofluidics using a stacked channel design,http://lab3sdm/3D hydrodynamic focusing for optofluidics using a stacked channel design,
Hammon S.,http://lab3sdm/Hammon S.,writes,writes,Assymetric,Preserving optical confinement in unannealed PECVD SiO2 waveguides,http://lab3sdm/Preserving optical confinement in unannealed PECVD SiO2 waveguides,
 Wall T.,http://lab3sdm/Wall T.,writes,writes,Assymetric,Preserving optical confinement in unannealed PECVD SiO2 waveguides,http://lab3sdm/Preserving optical confinement in unannealed PECVD SiO2 waveguides,
 Hamilton E.,http://lab3sdm/Hamilton E.,writes,writes,Assymetric,Preserving optical confinement in unannealed PECVD SiO2 waveguides,http://lab3sdm/Preserving optical confinement in unannealed PECVD SiO2 waveguides,
 Orfila M.,http://lab3sdm/Orfila M.,writes,writes,Assymetric,Preserving optical confinement in unannealed PECVD SiO2 waveguides,http://lab3sdm/Preserving optical confinement in unannealed PECVD SiO2 waveguides,
 Zacheu G.,http://lab3sdm/Zacheu G.,writes,writes,Assymetric,Preserving optical confinement in unannealed PECVD SiO2 waveguides,http://lab3sdm/Preserving optical confinement in unannealed PECVD SiO2 waveguides,
 Schmidt H.,http://lab3sdm/Schmidt H.,writes,writes,Assymetric,Preserving optical confinement in unannealed PECVD SiO2 waveguides,http://lab3sdm/Preserving optical confinement in unannealed PECVD SiO2 waveguides,
 Hawkins A.R.,http://lab3sdm/Hawkins A.R.,writes,writes,Assymetric,Preserving optical confinement in unannealed PECVD SiO2 waveguides,http://lab3sdm/Preserving optical confinement in unannealed PECVD SiO2 waveguides,
Hammond A.M.,http://lab3sdm/Hammond A.M.,writes,writes,Assymetric,Open source computational photonics toolbox,http://lab3sdm/Open source computational photonics toolbox,
 Camacho R.M.,http://lab3sdm/Camacho R.M.,writes,writes,Assymetric,Open source computational photonics toolbox,http://lab3sdm/Open source computational photonics toolbox,
Jackson J.S.,http://lab3sdm/Jackson J.S.,writes,writes,Assymetric,Demonstration of interference pattern structured illumination imaging,http://lab3sdm/Demonstration of interference pattern structured illumination imaging,
 Durfee D.S.,http://lab3sdm/Durfee D.S.,writes,writes,Assymetric,Demonstration of interference pattern structured illumination imaging,http://lab3sdm/Demonstration of interference pattern structured illumination imaging,
Jain A.,http://lab3sdm/Jain A.,writes,writes,Assymetric,Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,http://lab3sdm/Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,
 Meena G.G.,http://lab3sdm/Meena G.G.,writes,writes,Assymetric,Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,http://lab3sdm/Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,
 Stambaugh A.,http://lab3sdm/Stambaugh A.,writes,writes,Assymetric,Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,http://lab3sdm/Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,
 Patterson J.L.,http://lab3sdm/Patterson J.L.,writes,writes,Assymetric,Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,http://lab3sdm/Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,
 Hawkins A.R.,http://lab3sdm/Hawkins A.R.,writes,writes,Assymetric,Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,http://lab3sdm/Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,
 Schmidt H.,http://lab3sdm/Schmidt H.,writes,writes,Assymetric,Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,http://lab3sdm/Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,
Kobayashi M.,http://lab3sdm/Kobayashi M.,writes,writes,Assymetric,High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,http://lab3sdm/High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,
 Arashida Y.,http://lab3sdm/Arashida Y.,writes,writes,Assymetric,High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,http://lab3sdm/High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,
 Yamashita G.,http://lab3sdm/Yamashita G.,writes,writes,Assymetric,High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,http://lab3sdm/High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,
 Matsubara E.,http://lab3sdm/Matsubara E.,writes,writes,Assymetric,High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,http://lab3sdm/High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,
 Ashida M.,http://lab3sdm/Ashida M.,writes,writes,Assymetric,High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,http://lab3sdm/High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,
 Johnson J.A.,http://lab3sdm/Johnson J.A.,writes,writes,Assymetric,High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,http://lab3sdm/High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,
 Katayama I.,http://lab3sdm/Katayama I.,writes,writes,Assymetric,High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,http://lab3sdm/High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,
Korimi M.,http://lab3sdm/Korimi M.,writes,writes,Assymetric,Progress on static structures for leaky mode waveguides,http://lab3sdm/Progress on static structures for leaky mode waveguides,
 Adams M.R.,http://lab3sdm/Adams M.R.,writes,writes,Assymetric,Progress on static structures for leaky mode waveguides,http://lab3sdm/Progress on static structures for leaky mode waveguides,
 Smalley D.,http://lab3sdm/Smalley D.,writes,writes,Assymetric,Progress on static structures for leaky mode waveguides,http://lab3sdm/Progress on static structures for leaky mode waveguides,
Ozcelik D.,http://lab3sdm/Ozcelik D.,writes,writes,Assymetric,Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,http://lab3sdm/Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,
 Stott M.A.,http://lab3sdm/Stott M.A.,writes,writes,Assymetric,Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,http://lab3sdm/Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,
 Parks J.W.,http://lab3sdm/Parks J.W.,writes,writes,Assymetric,Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,http://lab3sdm/Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,
 Jain A.,http://lab3sdm/Jain A.,writes,writes,Assymetric,Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,http://lab3sdm/Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,
 Hawkins A.R.,http://lab3sdm/Hawkins A.R.,writes,writes,Assymetric,Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,http://lab3sdm/Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,
 Schmidt H.,http://lab3sdm/Schmidt H.,writes,writes,Assymetric,Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,http://lab3sdm/Multimodal multiplexing of single-virus detection using multi-mode interference waveguides,
Rahman M.,http://lab3sdm/Rahman M.,writes,writes,Assymetric,Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,http://lab3sdm/Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,
 Harrington M.,http://lab3sdm/Harrington M.,writes,writes,Assymetric,Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,http://lab3sdm/Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,
 Stott M.A.,http://lab3sdm/Stott M.A.,writes,writes,Assymetric,Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,http://lab3sdm/Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,
 Hawkins A.R.,http://lab3sdm/Hawkins A.R.,writes,writes,Assymetric,Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,http://lab3sdm/Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,
 Schmidt H.,http://lab3sdm/Schmidt H.,writes,writes,Assymetric,Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,http://lab3sdm/Single particle fluorescence analysis on demand on electro-optofluidic chip with gated particle delivery,
Smalley D.,http://lab3sdm/Smalley D.,writes,writes,Assymetric,Progress on photophoretic trap displays,http://lab3sdm/Progress on photophoretic trap displays,
 Nygaard E.,http://lab3sdm/Nygaard E.,writes,writes,Assymetric,Progress on photophoretic trap displays,http://lab3sdm/Progress on photophoretic trap displays,
 Rogers W.,http://lab3sdm/Rogers W.,writes,writes,Assymetric,Progress on photophoretic trap displays,http://lab3sdm/Progress on photophoretic trap displays,
 Gneiting S.A.,http://lab3sdm/Gneiting S.A.,writes,writes,Assymetric,Progress on photophoretic trap displays,http://lab3sdm/Progress on photophoretic trap displays,
 Qaderi K.,http://lab3sdm/Qaderi K.,writes,writes,Assymetric,Progress on photophoretic trap displays,http://lab3sdm/Progress on photophoretic trap displays,
Stott M.A.,http://lab3sdm/Stott M.A.,writes,writes,Assymetric,High fidelity MMI excitation patterns for optofluidic multiplexing,http://lab3sdm/High fidelity MMI excitation patterns for optofluidic multiplexing,
 Ganjalizadeh V.,http://lab3sdm/Ganjalizadeh V.,writes,writes,Assymetric,High fidelity MMI excitation patterns for optofluidic multiplexing,http://lab3sdm/High fidelity MMI excitation patterns for optofluidic multiplexing,
 Olsen M.,http://lab3sdm/Olsen M.,writes,writes,Assymetric,High fidelity MMI excitation patterns for optofluidic multiplexing,http://lab3sdm/High fidelity MMI excitation patterns for optofluidic multiplexing,
 Orfila M.,http://lab3sdm/Orfila M.,writes,writes,Assymetric,High fidelity MMI excitation patterns for optofluidic multiplexing,http://lab3sdm/High fidelity MMI excitation patterns for optofluidic multiplexing,
 McMurray J.,http://lab3sdm/McMurray J.,writes,writes,Assymetric,High fidelity MMI excitation patterns for optofluidic multiplexing,http://lab3sdm/High fidelity MMI excitation patterns for optofluidic multiplexing,
 Schmidt H.,http://lab3sdm/Schmidt H.,writes,writes,Assymetric,High fidelity MMI excitation patterns for optofluidic multiplexing,http://lab3sdm/High fidelity MMI excitation patterns for optofluidic multiplexing,
 Hawkins A.R.,http://lab3sdm/Hawkins A.R.,writes,writes,Assymetric,High fidelity MMI excitation patterns for optofluidic multiplexing,http://lab3sdm/High fidelity MMI excitation patterns for optofluidic multiplexing,
Ware M.,http://lab3sdm/Ware M.,writes,writes,Assymetric,Polarization-resolved single-photon measurements of nonlinear Thomson scattering,http://lab3sdm/Polarization-resolved single-photon measurements of nonlinear Thomson scattering,
 Atkinson N.,http://lab3sdm/Atkinson N.,writes,writes,Assymetric,Polarization-resolved single-photon measurements of nonlinear Thomson scattering,http://lab3sdm/Polarization-resolved single-photon measurements of nonlinear Thomson scattering,
 Hodge D.,http://lab3sdm/Hodge D.,writes,writes,Assymetric,Polarization-resolved single-photon measurements of nonlinear Thomson scattering,http://lab3sdm/Polarization-resolved single-photon measurements of nonlinear Thomson scattering,
 Pratt B.,http://lab3sdm/Pratt B.,writes,writes,Assymetric,Polarization-resolved single-photon measurements of nonlinear Thomson scattering,http://lab3sdm/Polarization-resolved single-photon measurements of nonlinear Thomson scattering,
 Romero M.,http://lab3sdm/Romero M.,writes,writes,Assymetric,Polarization-resolved single-photon measurements of nonlinear Thomson scattering,http://lab3sdm/Polarization-resolved single-photon measurements of nonlinear Thomson scattering,
 Schulzke C.,http://lab3sdm/Schulzke C.,writes,writes,Assymetric,Polarization-resolved single-photon measurements of nonlinear Thomson scattering,http://lab3sdm/Polarization-resolved single-photon measurements of nonlinear Thomson scattering,
 Peatross J.,http://lab3sdm/Peatross J.,writes,writes,Assymetric,Polarization-resolved single-photon measurements of nonlinear Thomson scattering,http://lab3sdm/Polarization-resolved single-photon measurements of nonlinear Thomson scattering,
Bush W.S.,http://lab3sdm/Bush W.S.,writes,writes,Assymetric,Integrating community-level data resources for precision medicine research,http://lab3sdm/Integrating community-level data resources for precision medicine research,
 Crawford D.C.,http://lab3sdm/Crawford D.C.,writes,writes,Assymetric,Integrating community-level data resources for precision medicine research,http://lab3sdm/Integrating community-level data resources for precision medicine research,
 Briggs F.,http://lab3sdm/Briggs F.,writes,writes,Assymetric,Integrating community-level data resources for precision medicine research,http://lab3sdm/Integrating community-level data resources for precision medicine research,
 Freedman D.,http://lab3sdm/Freedman D.,writes,writes,Assymetric,Integrating community-level data resources for precision medicine research,http://lab3sdm/Integrating community-level data resources for precision medicine research,
 Sloan C.,http://lab3sdm/Sloan C.,writes,writes,Assymetric,Integrating community-level data resources for precision medicine research,http://lab3sdm/Integrating community-level data resources for precision medicine research,
Baird G.M.,http://lab3sdm/Baird G.M.,writes,writes,Assymetric,Benchmarking your break rates: A review of new findings and trends from north American water main break studies,http://lab3sdm/Benchmarking your break rates: A review of new findings and trends from north American water main break studies,
 Folkman S.,http://lab3sdm/Folkman S.,writes,writes,Assymetric,Benchmarking your break rates: A review of new findings and trends from north American water main break studies,http://lab3sdm/Benchmarking your break rates: A review of new findings and trends from north American water main break studies,
